"STATISTIC","Statistic Label","TLIST(A1)","Year","C03429V04136","Type of Institution","C03427V04134","NFQ Level","C02076V03371","Age Group","UNIT","VALUE"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","07","NFQ Level 7","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","08","NFQ Level 8","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","08","NFQ Level 8","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","08","NFQ Level 8","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","08","NFQ Level 8","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","08","NFQ Level 8","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","08","NFQ Level 8","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","09","NFQ Level 9","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","09","NFQ Level 9","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","09","NFQ Level 9","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","09","NFQ Level 9","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","09","NFQ Level 9","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","4","Education and Training Board","09","NFQ Level 9","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","-","All NFQ Levels","-","All ages","Number","1820"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","-","All NFQ Levels","310","15 - 24 years","Number","280"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","-","All NFQ Levels","415","25 - 34 years","Number","580"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","-","All NFQ Levels","465","35 - 44 years","Number","510"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","-","All NFQ Levels","510","45 years and over","Number","440"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","-","All NFQ Levels","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","05","NFQ Level 5","-","All ages","Number","620"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","05","NFQ Level 5","310","15 - 24 years","Number","110"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","05","NFQ Level 5","415","25 - 34 years","Number","150"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","05","NFQ Level 5","465","35 - 44 years","Number","170"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","05","NFQ Level 5","510","45 years and over","Number","180"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","05","NFQ Level 5","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","06","NFQ Level 6","-","All ages","Number","1100"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","06","NFQ Level 6","310","15 - 24 years","Number","110"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","06","NFQ Level 6","415","25 - 34 years","Number","390"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","06","NFQ Level 6","465","35 - 44 years","Number","340"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","06","NFQ Level 6","510","45 years and over","Number","260"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","06","NFQ Level 6","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","07","NFQ Level 7","-","All ages","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","07","NFQ Level 7","310","15 - 24 years","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","07","NFQ Level 7","415","25 - 34 years","Number","10"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","07","NFQ Level 7","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","07","NFQ Level 7","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","07","NFQ Level 7","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","08","NFQ Level 8","-","All ages","Number","70"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","08","NFQ Level 8","310","15 - 24 years","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","08","NFQ Level 8","415","25 - 34 years","Number","40"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","08","NFQ Level 8","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","08","NFQ Level 8","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","08","NFQ Level 8","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","09","NFQ Level 9","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","09","NFQ Level 9","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","09","NFQ Level 9","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","09","NFQ Level 9","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","09","NFQ Level 9","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2016","2016","999","Other","09","NFQ Level 9","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","-","All NFQ Levels","-","All ages","Number","6640"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","-","All NFQ Levels","310","15 - 24 years","Number","2100"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","-","All NFQ Levels","415","25 - 34 years","Number","1760"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","-","All NFQ Levels","465","35 - 44 years","Number","1510"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","-","All NFQ Levels","510","45 years and over","Number","1280"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","-","All NFQ Levels","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","05","NFQ Level 5","-","All ages","Number","2600"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","05","NFQ Level 5","310","15 - 24 years","Number","960"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","05","NFQ Level 5","415","25 - 34 years","Number","570"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","05","NFQ Level 5","465","35 - 44 years","Number","590"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","05","NFQ Level 5","510","45 years and over","Number","480"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","05","NFQ Level 5","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","06","NFQ Level 6","-","All ages","Number","2700"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","06","NFQ Level 6","310","15 - 24 years","Number","470"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","06","NFQ Level 6","415","25 - 34 years","Number","840"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","06","NFQ Level 6","465","35 - 44 years","Number","760"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","06","NFQ Level 6","510","45 years and over","Number","640"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","06","NFQ Level 6","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","07","NFQ Level 7","-","All ages","Number","310"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","07","NFQ Level 7","310","15 - 24 years","Number","120"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","07","NFQ Level 7","415","25 - 34 years","Number","70"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","07","NFQ Level 7","465","35 - 44 years","Number","50"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","07","NFQ Level 7","510","45 years and over","Number","70"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","07","NFQ Level 7","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","08","NFQ Level 8","-","All ages","Number","960"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","08","NFQ Level 8","310","15 - 24 years","Number","550"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","08","NFQ Level 8","415","25 - 34 years","Number","240"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","08","NFQ Level 8","465","35 - 44 years","Number","100"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","08","NFQ Level 8","510","45 years and over","Number","80"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","08","NFQ Level 8","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","09","NFQ Level 9","-","All ages","Number","70"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","09","NFQ Level 9","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","09","NFQ Level 9","415","25 - 34 years","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","09","NFQ Level 9","465","35 - 44 years","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","09","NFQ Level 9","510","45 years and over","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","-","All institute types","09","NFQ Level 9","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","-","All NFQ Levels","-","All ages","Number","1210"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","-","All NFQ Levels","310","15 - 24 years","Number","180"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","-","All NFQ Levels","415","25 - 34 years","Number","340"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","-","All NFQ Levels","465","35 - 44 years","Number","330"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","-","All NFQ Levels","510","45 years and over","Number","360"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","-","All NFQ Levels","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","05","NFQ Level 5","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","05","NFQ Level 5","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","05","NFQ Level 5","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","05","NFQ Level 5","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","05","NFQ Level 5","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","05","NFQ Level 5","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","06","NFQ Level 6","-","All ages","Number","840"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","06","NFQ Level 6","310","15 - 24 years","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","06","NFQ Level 6","415","25 - 34 years","Number","240"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","06","NFQ Level 6","465","35 - 44 years","Number","260"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","06","NFQ Level 6","510","45 years and over","Number","310"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","06","NFQ Level 6","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","07","NFQ Level 7","-","All ages","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","07","NFQ Level 7","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","07","NFQ Level 7","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","07","NFQ Level 7","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","07","NFQ Level 7","510","45 years and over","Number","10"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","07","NFQ Level 7","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","08","NFQ Level 8","-","All ages","Number","280"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","08","NFQ Level 8","310","15 - 24 years","Number","160"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","08","NFQ Level 8","415","25 - 34 years","Number","60"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","08","NFQ Level 8","465","35 - 44 years","Number","40"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","08","NFQ Level 8","510","45 years and over","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","08","NFQ Level 8","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","09","NFQ Level 9","-","All ages","Number","70"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","09","NFQ Level 9","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","09","NFQ Level 9","415","25 - 34 years","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","09","NFQ Level 9","465","35 - 44 years","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","09","NFQ Level 9","510","45 years and over","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","01","University","09","NFQ Level 9","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","-","All NFQ Levels","-","All ages","Number","890"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","-","All NFQ Levels","310","15 - 24 years","Number","490"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","-","All NFQ Levels","415","25 - 34 years","Number","210"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","-","All NFQ Levels","465","35 - 44 years","Number","90"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","-","All NFQ Levels","510","45 years and over","Number","100"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","-","All NFQ Levels","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","05","NFQ Level 5","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","05","NFQ Level 5","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","05","NFQ Level 5","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","05","NFQ Level 5","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","05","NFQ Level 5","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","05","NFQ Level 5","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","06","NFQ Level 6","-","All ages","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","06","NFQ Level 6","310","15 - 24 years","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","06","NFQ Level 6","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","06","NFQ Level 6","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","06","NFQ Level 6","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","06","NFQ Level 6","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","07","NFQ Level 7","-","All ages","Number","250"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","07","NFQ Level 7","310","15 - 24 years","Number","100"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","07","NFQ Level 7","415","25 - 34 years","Number","60"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","07","NFQ Level 7","465","35 - 44 years","Number","40"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","07","NFQ Level 7","510","45 years and over","Number","60"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","07","NFQ Level 7","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","08","NFQ Level 8","-","All ages","Number","620"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","08","NFQ Level 8","310","15 - 24 years","Number","370"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","08","NFQ Level 8","415","25 - 34 years","Number","150"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","08","NFQ Level 8","465","35 - 44 years","Number","50"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","08","NFQ Level 8","510","45 years and over","Number","50"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","08","NFQ Level 8","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","09","NFQ Level 9","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","09","NFQ Level 9","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","09","NFQ Level 9","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","09","NFQ Level 9","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","09","NFQ Level 9","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","03","Institute of Technology","09","NFQ Level 9","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","-","All NFQ Levels","-","All ages","Number","3070"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","-","All NFQ Levels","310","15 - 24 years","Number","1170"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","-","All NFQ Levels","415","25 - 34 years","Number","700"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","-","All NFQ Levels","465","35 - 44 years","Number","640"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","-","All NFQ Levels","510","45 years and over","Number","550"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","-","All NFQ Levels","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","05","NFQ Level 5","-","All ages","Number","2080"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","05","NFQ Level 5","310","15 - 24 years","Number","860"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","05","NFQ Level 5","415","25 - 34 years","Number","420"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","05","NFQ Level 5","465","35 - 44 years","Number","430"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","05","NFQ Level 5","510","45 years and over","Number","370"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","05","NFQ Level 5","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","06","NFQ Level 6","-","All ages","Number","990"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","06","NFQ Level 6","310","15 - 24 years","Number","310"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","06","NFQ Level 6","415","25 - 34 years","Number","290"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","06","NFQ Level 6","465","35 - 44 years","Number","220"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","06","NFQ Level 6","510","45 years and over","Number","180"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","06","NFQ Level 6","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","07","NFQ Level 7","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","07","NFQ Level 7","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","07","NFQ Level 7","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","07","NFQ Level 7","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","07","NFQ Level 7","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","07","NFQ Level 7","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","08","NFQ Level 8","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","08","NFQ Level 8","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","08","NFQ Level 8","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","08","NFQ Level 8","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","08","NFQ Level 8","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","08","NFQ Level 8","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","09","NFQ Level 9","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","09","NFQ Level 9","310","15 - 24 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","09","NFQ Level 9","415","25 - 34 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","09","NFQ Level 9","465","35 - 44 years","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","09","NFQ Level 9","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","4","Education and Training Board","09","NFQ Level 9","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","-","All NFQ Levels","-","All ages","Number","1470"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","-","All NFQ Levels","310","15 - 24 years","Number","250"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","-","All NFQ Levels","415","25 - 34 years","Number","510"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","-","All NFQ Levels","465","35 - 44 years","Number","450"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","-","All NFQ Levels","510","45 years and over","Number","260"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","-","All NFQ Levels","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","05","NFQ Level 5","-","All ages","Number","520"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","05","NFQ Level 5","310","15 - 24 years","Number","100"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","05","NFQ Level 5","415","25 - 34 years","Number","160"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","05","NFQ Level 5","465","35 - 44 years","Number","160"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","05","NFQ Level 5","510","45 years and over","Number","110"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","05","NFQ Level 5","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","06","NFQ Level 6","-","All ages","Number","860"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","06","NFQ Level 6","310","15 - 24 years","Number","120"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","06","NFQ Level 6","415","25 - 34 years","Number","310"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","06","NFQ Level 6","465","35 - 44 years","Number","280"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","06","NFQ Level 6","510","45 years and over","Number","150"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","06","NFQ Level 6","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","07","NFQ Level 7","-","All ages","Number","40"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","07","NFQ Level 7","310","15 - 24 years","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","07","NFQ Level 7","415","25 - 34 years","Number","10"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","07","NFQ Level 7","465","35 - 44 years","Number","10"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","07","NFQ Level 7","510","45 years and over","Number","10"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","07","NFQ Level 7","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","08","NFQ Level 8","-","All ages","Number","50"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","08","NFQ Level 8","310","15 - 24 years","Number","20"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","08","NFQ Level 8","415","25 - 34 years","Number","30"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","08","NFQ Level 8","465","35 - 44 years","Number","10"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","08","NFQ Level 8","510","45 years and over","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","08","NFQ Level 8","998","Age unknown","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","09","NFQ Level 9","-","All ages","Number","0"
"ELA01C01","Number of Early Learning Care Graduates","2017","2017","999","Other","09","NFQ Level 9","310","15 - 24 years","Number","0"
