id,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
6366,80,184,72,2,1,0,3,92
6367,81,187,78,3,19,8,2,87
6368,80,196,71,1,10,7,3,72
6369,78,172,83,1,9,6,2,66
6370,78,197,99,2,18,3,3,67
6371,81,157,73,4,1,6,3,98
6372,81,193,82,2,0,3,1,96
6373,81,206,109,1,10,9,2,73
6374,79,178,89,2,16,4,3,71
6375,81,163,85,1,12,7,3,61
6376,82,188,67,2,20,7,1,76
6377,79,183,62,1,15,5,1,72
6378,77,196,83,2,12,7,3,73
6379,81,204,61,1,3,5,2,83
6380,84,185,77,1,8,0,1,84
6381,82,189,83,2,17,9,3,75
6382,81,185,79,0,15,6,3,60
6383,81,197,79,4,7,2,2,106
6384,82,176,103,4,19,0,2,93
6385,80,185,67,2,15,7,1,80
6386,81,199,84,2,0,2,3,97
6387,79,182,66,4,6,8,4,96
6388,77,183,65,1,4,0,3,78
6389,80,186,71,1,20,9,3,61
6390,78,202,83,1,3,9,2,78
6391,81,176,85,2,18,4,2,70
6392,79,198,109,1,2,8,2,73
6393,81,181,72,2,16,8,3,74
6394,80,168,93,2,3,6,5,76
6395,81,198,63,1,7,7,1,83
6396,80,196,75,2,3,7,3,83
6397,82,181,87,2,0,9,3,86
6398,82,193,70,1,10,9,2,72
6399,82,180,71,2,2,6,2,89
6400,80,170,63,1,9,6,2,72
6401,77,196,87,2,0,8,1,92
6402,83,192,102,1,1,7,2,76
6403,81,200,97,2,1,4,3,92
6404,78,177,69,2,9,9,2,78
6405,80,166,104,1,14,7,3,58
6406,80,182,86,1,6,9,2,68
6407,82,203,68,1,5,2,2,90
6408,81,188,67,2,17,7,3,75
6409,80,175,71,3,16,6,2,82
6410,81,184,71,1,11,7,4,69
6411,80,170,74,2,21,3,1,72
6412,80,159,69,1,1,3,3,77
6413,82,186,76,2,4,7,1,93
6414,78,212,63,0,10,9,4,58
6415,80,174,99,1,10,1,3,70
6416,78,174,66,1,12,10,5,60
6417,84,187,79,2,15,6,2,86
6418,78,177,67,2,1,1,3,84
6419,80,180,77,0,8,5,2,66
6420,82,183,96,2,21,9,4,62
6421,79,174,64,1,20,4,4,63
6422,81,192,74,3,5,7,3,100
6423,79,166,70,0,20,7,3,51
6424,80,186,63,3,9,2,1,96
6425,81,155,97,3,1,8,2,89
6426,80,193,72,2,22,3,2,74
6427,80,182,67,1,19,1,1,68
6428,80,213,64,1,0,7,3,78
6429,79,183,82,1,17,1,3,66
6430,80,195,97,1,0,7,3,73
6431,78,196,100,3,2,7,4,85
6432,82,175,92,1,4,10,3,68
6433,79,176,69,1,5,9,3,73
6434,79,178,66,1,14,9,2,68
6435,84,187,76,3,21,2,4,82
6436,82,193,63,1,14,6,2,75
6437,78,201,65,1,12,8,2,69
6438,77,200,80,1,14,9,3,63
6439,81,168,67,2,8,6,3,77
6440,81,185,61,1,0,7,2,85
6441,82,178,72,1,0,8,3,81
6442,80,187,86,3,4,2,3,101
6443,77,193,74,3,8,7,2,88
6444,82,191,67,1,15,8,3,67
6445,82,185,78,1,2,7,3,73
6446,79,193,86,2,19,9,1,74
6447,83,170,94,1,3,7,5,69
6448,82,168,61,2,12,9,1,86
6449,79,194,108,3,14,9,3,76
6450,80,154,98,0,20,6,1,48
6451,79,189,69,1,18,1,3,67
6452,81,206,93,1,7,8,1,74
6453,81,175,68,1,21,5,3,60
6454,77,190,63,2,2,2,3,86
6455,81,198,107,1,17,8,1,61
6456,80,202,61,1,19,4,2,70
6457,80,183,82,1,4,1,1,82
6458,79,181,94,2,10,2,5,72
6459,79,179,72,2,8,6,3,82
6460,81,172,65,2,16,1,4,76
6461,78,172,65,3,0,3,2,100
6462,81,164,106,2,19,7,2,67
6463,80,163,101,3,18,5,3,73
6464,82,188,100,2,15,4,3,77
6465,79,191,61,1,6,4,3,73
6466,79,178,109,1,7,6,2,68
6467,80,208,80,1,21,0,3,70
6468,79,183,83,1,10,6,3,66
6469,79,194,68,1,20,8,3,60
6470,80,172,97,2,19,7,3,61
6471,81,210,96,2,4,6,2,90
6472,78,201,80,2,0,5,1,96
6473,82,181,94,1,15,9,2,64
6474,76,177,68,1,15,9,2,61
6475,84,189,62,2,5,4,2,96
6476,80,163,77,3,19,7,3,72
6477,79,193,99,4,11,10,1,93
6478,82,186,90,1,13,4,2,71
6479,82,204,69,1,8,0,2,83
6480,82,207,81,1,11,9,2,73
6481,79,172,72,3,15,5,1,90
6482,81,182,71,1,4,4,2,80
6483,80,175,96,1,0,7,4,66
6484,78,162,64,2,17,7,3,73
6485,79,179,81,1,15,0,1,75
6486,79,206,80,2,22,8,2,66
6487,81,157,76,2,3,6,2,79
6488,81,190,71,2,3,7,3,83
6489,79,191,97,3,7,7,3,91
6490,82,194,74,2,9,4,2,91
6491,79,183,88,1,17,3,2,68
6492,83,175,72,0,0,7,3,70
6493,80,168,85,2,3,6,3,78
6494,77,182,73,1,6,8,3,70
6495,78,195,100,1,8,6,3,64
6496,78,182,87,2,13,7,1,72
6497,78,196,79,1,19,4,2,65
6498,81,195,81,2,15,7,4,72
6499,79,208,85,2,16,7,1,83
6500,80,184,88,2,18,7,1,71
6501,79,174,64,1,15,1,1,75
6502,81,189,67,1,10,9,3,73
6503,79,201,89,1,8,4,1,75
6504,79,192,76,1,18,9,1,63
6505,81,185,66,2,2,7,2,91
6506,80,186,84,3,14,0,1,92
6507,81,194,69,1,19,8,3,59
6508,80,205,69,1,1,8,2,85
6509,80,167,75,3,10,9,2,85
6510,80,198,72,1,4,1,1,90
6511,77,198,83,1,13,2,1,72
6512,77,172,63,1,4,6,4,66
6513,80,193,79,1,12,6,1,78
6514,77,209,99,1,12,7,3,64
6515,78,202,80,0,11,3,1,73
6516,78,176,78,3,9,7,3,86
6517,81,178,74,1,2,8,2,81
6518,81,193,63,2,3,9,5,80
6519,80,183,87,1,19,9,2,65
6520,78,190,68,2,4,2,2,88
6521,83,171,96,1,1,2,2,80
6522,78,176,69,2,0,7,2,83
6523,82,208,104,3,15,5,2,91
6524,79,175,73,1,13,4,1,76
6525,82,166,68,3,13,7,3,91
6526,81,175,75,3,10,5,3,85
6527,79,172,79,2,6,7,3,73
6528,82,201,71,1,4,8,1,82
6529,76,183,87,2,8,6,4,67
6530,80,188,73,0,9,8,4,58
6531,81,190,66,1,3,8,1,83
6532,81,197,69,2,16,9,4,70
6533,80,182,70,2,19,4,3,80
6534,79,168,85,1,12,6,2,66
6535,82,185,98,1,16,8,1,67
6536,81,193,94,1,0,3,2,81
6537,77,184,100,2,5,9,2,70
6538,82,183,89,2,11,8,4,73
6539,81,191,62,2,15,3,4,76
6540,79,157,67,1,0,6,3,74
6541,82,177,61,3,0,9,2,102
6542,81,169,88,4,7,3,1,101
6543,79,180,104,3,21,8,2,70
6544,80,201,90,3,18,7,3,88
6545,81,191,68,1,4,8,2,80
6546,82,194,103,2,5,9,4,74
6547,84,173,72,2,13,7,3,76
6548,78,178,81,1,14,6,4,56
6549,79,168,64,1,8,9,3,68
6550,78,194,87,1,8,3,2,75
6551,81,208,79,3,13,9,3,88
6552,77,199,71,2,8,8,2,82
6553,80,170,80,0,0,8,1,71
6554,82,185,72,4,18,6,1,97
6555,78,197,71,2,1,7,2,87
6556,76,177,68,1,22,9,1,59
6557,81,202,68,2,3,8,4,83
6558,80,168,80,2,20,4,2,76
6559,82,202,79,1,6,7,4,72
6560,77,177,66,1,10,2,2,73
6561,78,179,68,2,13,6,2,73
6562,81,187,71,1,0,9,2,81
6563,81,184,85,2,17,6,2,71
6564,79,173,72,3,18,5,2,85
6565,83,179,68,2,3,5,2,91
6566,81,182,99,1,4,4,1,82
6567,80,190,79,2,8,7,2,85
6568,82,199,76,2,11,8,1,86
6569,79,162,74,1,2,4,1,80
6570,80,190,99,1,14,8,2,60
6571,83,196,78,0,0,7,2,77
6572,77,174,67,3,13,7,2,89
6573,82,188,79,1,10,8,4,69
6574,81,172,91,2,8,4,3,72
6575,79,178,82,2,3,4,3,82
6576,78,203,69,2,0,2,2,91
6577,77,200,77,1,4,5,1,80
6578,80,188,84,1,17,1,4,63
6579,79,162,70,2,18,6,3,70
6580,79,189,62,1,18,2,3,71
6581,80,161,78,2,15,7,2,73
6582,81,165,69,2,8,5,1,90
6583,79,195,79,1,10,9,2,72
6584,81,174,66,1,5,9,3,77
6585,83,169,84,1,14,9,1,68
6586,79,184,67,3,1,1,4,93
6587,80,179,70,1,9,2,3,70
6588,83,191,72,2,0,3,2,97
6589,81,211,75,2,6,8,2,89
6590,80,171,80,1,1,5,3,70
6591,81,174,74,2,20,7,4,68
6592,78,163,66,0,16,4,2,60
6593,81,173,87,1,19,5,2,61
6594,79,182,69,1,17,7,1,73
6595,78,178,99,3,19,2,2,76
6596,79,185,104,1,15,4,2,61
6597,82,167,93,1,16,9,5,51
6598,78,175,68,1,9,9,1,68
6599,79,209,61,2,16,8,3,72
6600,81,187,64,1,2,8,5,76
6601,78,176,65,1,1,7,2,79
6602,81,179,62,3,20,6,3,81
6603,78,203,111,2,1,7,3,73
6604,82,188,79,1,7,7,2,76
6605,80,161,61,1,17,9,3,55
6606,80,189,80,0,3,7,2,68
6607,81,175,94,1,13,6,2,68
6608,80,175,104,2,8,10,3,67
6609,77,167,103,3,6,1,3,83
6610,82,195,90,1,1,6,3,73
6611,79,201,87,1,6,2,2,75
6612,79,182,102,2,1,9,3,75
6613,80,169,70,3,10,10,2,84
6614,81,192,65,1,12,8,2,75
6615,80,197,66,2,2,2,2,96
6616,76,181,104,1,14,9,4,44
6617,79,195,88,2,5,9,3,82
6618,81,194,88,3,4,0,2,98
6619,78,189,75,2,19,4,3,68
6620,80,181,94,2,6,5,2,77
6621,80,184,78,1,1,7,2,81
6622,82,195,75,1,21,8,3,65
6623,81,192,67,2,17,3,3,72
6624,82,184,88,2,17,7,2,76
6625,80,181,69,2,10,8,3,78
6626,76,185,65,2,18,8,3,67
6627,81,196,82,2,17,5,3,75
6628,80,182,97,2,0,9,1,87
6629,81,180,92,1,5,3,2,77
6630,81,181,61,1,11,7,1,72
6631,81,169,76,1,1,8,4,75
6632,80,183,67,1,17,5,2,73
6633,81,170,71,2,19,1,3,74
6634,82,198,64,1,4,5,1,83
6635,79,190,73,3,2,5,4,88
6636,80,174,63,3,6,7,1,96
6637,82,199,69,3,0,7,1,104
6638,80,177,61,0,10,6,4,63
6639,80,192,91,1,11,6,2,69
6640,80,184,81,2,8,1,3,81
6641,79,181,93,1,8,6,3,62
6642,78,183,80,1,16,9,1,67
6643,79,172,74,1,21,0,2,69
6644,77,208,77,1,20,8,2,62
6645,80,176,90,2,21,3,1,77
6646,82,179,72,2,17,3,2,82
6647,83,172,77,1,22,3,2,64
6648,82,173,103,3,13,2,3,83
6649,79,167,92,2,10,4,1,80
6650,82,180,112,0,9,2,2,67
6651,79,169,96,2,21,9,1,64
6652,80,171,74,1,9,3,1,73
6653,78,195,81,1,8,0,3,78
6654,79,207,80,2,3,5,3,85
6655,79,188,83,0,0,7,2,72
6656,80,194,65,1,12,1,2,82
6657,78,178,87,3,12,6,4,76
6658,79,184,80,1,4,8,2,72
6659,82,192,73,1,0,2,2,85
6660,78,180,81,1,1,9,2,76
6661,82,202,61,3,0,3,1,110
6662,80,181,72,3,8,4,2,98
6663,80,180,75,2,6,7,1,80
6664,79,177,74,1,3,9,4,71
6665,80,191,79,3,10,2,3,92
6666,80,195,84,2,0,6,5,78
6667,81,194,74,2,1,6,3,88
6668,78,201,69,1,11,5,2,71
6669,78,182,71,2,0,8,3,80
6670,82,176,79,1,2,3,3,75
6671,81,170,88,2,18,1,2,74
6672,79,168,77,1,4,10,2,74
6673,81,180,83,3,5,8,2,87
6674,80,192,92,3,4,2,3,93
6675,79,192,90,0,14,4,2,61
6676,80,165,80,2,14,2,4,76
6677,78,169,63,3,10,1,1,95
6678,79,190,70,2,20,8,2,70
6679,82,184,74,1,2,2,2,83
6680,79,177,82,2,0,8,2,83
6681,80,193,93,1,21,6,3,60
6682,81,207,83,1,7,8,3,75
6683,77,207,68,3,3,10,2,90
6684,80,198,86,3,8,6,3,92
6685,77,190,84,1,0,7,2,74
6686,80,167,63,2,6,7,3,81
6687,79,208,111,3,10,6,4,82
6688,79,155,108,2,13,9,1,66
6689,82,187,77,1,14,7,3,64
6690,79,168,70,1,6,6,4,66
6691,79,178,84,1,8,6,2,74
6692,78,181,66,1,13,9,2,66
6693,80,182,76,3,15,8,3,87
6694,79,180,76,3,1,9,1,97
6695,77,205,63,1,15,1,3,71
6696,79,172,64,1,10,3,2,75
6697,78,205,81,2,5,9,3,84
6698,79,193,69,1,15,9,2,65
6699,81,194,84,1,20,9,3,59
6700,79,183,98,3,16,6,3,78
6701,80,166,82,3,10,1,2,87
6702,79,192,67,2,17,9,2,77
6703,80,163,69,1,1,4,2,82
6704,80,172,78,1,14,5,2,71
6705,80,185,69,1,11,7,1,75
6706,80,170,98,1,21,8,2,56
6707,78,169,82,1,4,5,2,72
6708,83,192,102,2,1,9,2,84
6709,81,178,72,3,3,6,2,95
6710,78,168,60,2,14,3,3,71
6711,80,173,71,3,5,5,1,101
6712,81,192,70,2,1,9,1,93
6713,81,170,85,3,8,8,2,89
6714,82,185,86,3,14,1,4,85
6715,80,183,97,3,13,7,2,80
6716,79,187,62,3,1,6,3,92
6717,79,172,84,3,1,6,2,93
6718,81,177,97,0,15,7,1,58
6719,81,180,72,4,10,5,3,96
6720,78,192,69,2,2,6,3,82
6721,83,173,80,0,15,5,1,65
6722,82,172,79,1,5,1,3,75
6723,80,196,66,3,0,2,2,111
6724,77,172,87,1,6,7,3,63
6725,76,178,63,3,17,5,1,93
6726,80,189,80,3,11,9,2,84
6727,80,175,65,0,0,9,3,67
6728,79,166,79,1,2,3,2,78
6729,80,181,85,1,4,6,3,71
6730,78,176,77,2,0,2,2,91
6731,79,178,99,0,1,0,2,70
6732,82,163,82,2,16,6,1,71
6733,80,188,69,1,12,8,3,73
6734,84,188,72,1,18,7,4,61
6735,81,168,84,2,4,9,3,78
6736,81,185,91,2,19,5,2,73
6737,81,196,69,1,14,4,1,80
6738,80,160,88,2,17,8,3,66
6739,77,183,67,3,10,9,3,86
6740,81,186,79,2,4,9,4,81
6741,79,167,77,1,20,8,4,57
6742,80,186,79,3,18,9,2,80
6743,79,182,82,1,15,8,4,61
6744,79,183,100,1,19,9,4,52
6745,82,197,92,3,2,7,1,96
6746,79,175,89,2,1,9,3,80
6747,80,172,63,2,5,9,3,87
6748,80,209,96,1,19,6,2,66
6749,82,167,110,4,11,1,1,96
6750,78,178,69,1,15,6,2,66
6751,80,178,94,2,22,7,3,63
6752,82,178,91,3,2,9,1,93
6753,79,182,91,3,8,8,1,85
6754,83,170,83,0,4,6,1,70
6755,79,182,90,2,0,8,3,85
6756,80,177,71,1,0,6,2,79
6757,78,191,65,1,1,9,2,75
6758,81,177,66,2,10,8,3,77
6759,81,198,101,3,11,2,2,89
6760,80,188,78,1,19,7,2,62
6761,83,186,69,2,13,2,3,86
6762,80,199,65,2,18,3,3,75
6763,79,179,101,1,0,9,1,75
6764,82,202,97,3,8,5,3,89
6765,80,166,93,2,19,5,2,68
6766,80,214,82,1,13,9,3,69
6767,81,205,68,2,14,9,2,87
6768,81,177,102,1,18,1,5,59
6769,76,173,80,2,19,7,2,67
6770,80,194,91,3,10,8,2,89
6771,79,185,91,1,11,9,2,70
6772,78,183,62,3,2,8,4,94
6773,84,197,71,2,0,9,3,86
6774,79,178,72,3,17,8,1,87
6775,79,188,96,0,20,8,2,49
6776,81,188,109,4,0,1,1,107
6777,80,195,72,1,20,6,1,64
6778,80,196,77,1,1,8,3,72
6779,83,178,70,1,10,10,2,66
6780,79,182,91,1,19,2,1,71
6781,80,177,74,2,9,5,2,85
6782,78,202,97,1,20,9,3,57
6783,82,173,98,0,3,7,3,60
6784,78,185,66,2,4,4,5,82
6785,82,204,64,1,0,9,2,82
6786,82,178,68,1,0,1,3,85
6787,79,196,75,1,0,5,3,78
6788,80,171,87,1,0,4,2,74
6789,79,172,77,1,17,1,1,73
6790,79,189,92,1,3,7,4,68
6791,77,184,86,1,3,6,2,73
6792,80,170,62,1,8,7,3,72
6793,79,200,76,0,1,9,1,74
6794,81,185,89,1,4,8,3,71
6795,79,199,67,2,11,6,2,89
6796,80,181,72,1,6,6,2,77
6797,81,181,104,2,0,8,2,87
6798,81,162,70,1,5,8,2,72
6799,80,182,100,2,8,6,3,76
6800,80,202,78,2,4,1,2,89
6801,77,169,85,2,20,9,3,56
6802,78,193,69,1,21,7,4,60
6803,81,168,76,1,8,8,1,71
6804,78,204,75,3,7,9,2,93
6805,79,188,66,2,5,10,3,82
6806,83,180,86,1,0,6,3,75
6807,80,166,64,1,10,7,3,67
6808,78,187,83,2,16,8,2,69
6809,76,189,78,1,8,4,2,70
6810,78,172,97,3,18,9,5,67
6811,83,184,97,1,0,3,3,81
6812,80,166,72,1,21,4,4,52
6813,78,173,76,1,19,2,2,68
6814,79,170,69,3,14,6,3,82
6815,79,191,81,1,3,4,3,74
6816,81,185,79,2,5,5,4,87
6817,81,194,65,2,1,6,1,92
6818,80,190,80,1,0,0,3,87
6819,79,188,65,1,9,7,3,70
6820,79,184,82,1,3,7,3,72
6821,78,176,93,1,7,7,3,67
6822,79,159,64,2,0,3,3,91
6823,79,201,90,1,16,7,2,69
6824,81,172,75,1,18,9,2,65
6825,78,186,91,2,1,3,2,86
6826,79,189,85,2,13,3,3,77
6827,79,178,79,1,21,3,2,60
6828,79,190,76,2,11,9,2,81
6829,79,183,92,1,0,8,1,78
6830,80,184,65,1,0,5,3,78
6831,77,185,85,2,3,6,4,78
6832,80,208,85,2,0,1,3,90
6833,81,192,69,3,8,5,3,97
6834,80,189,69,2,1,7,2,90
6835,76,201,88,0,8,5,4,59
6836,82,179,84,2,8,5,2,80
6837,78,181,81,1,20,7,1,64
6838,76,193,80,1,21,9,3,54
6839,80,207,63,1,22,6,1,65
6840,81,178,83,3,4,8,2,90
6841,79,186,75,1,21,6,4,53
6842,80,197,97,1,22,9,1,60
6843,79,175,94,1,14,3,2,67
6844,78,171,66,3,0,5,1,106
6845,82,172,63,1,15,10,2,71
6846,77,173,99,2,18,7,2,61
6847,82,189,99,3,21,0,4,79
6848,80,203,72,2,17,4,1,77
6849,78,165,79,3,1,7,1,98
6850,80,179,79,2,5,9,1,83
6851,78,173,72,2,0,2,3,92
6852,79,172,78,2,12,6,1,75
6853,82,189,73,2,2,7,3,87
6854,79,163,75,0,5,5,2,68
6855,80,188,91,1,17,4,1,69
6856,80,183,62,1,21,9,2,62
6857,81,178,85,1,9,0,2,75
6858,79,198,97,1,7,8,2,74
6859,79,169,94,1,3,3,1,77
6860,82,190,84,1,11,4,2,74
6861,77,182,73,1,17,4,2,62
6862,83,195,88,1,9,5,3,78
6863,78,182,112,1,1,6,3,65
6864,81,184,80,3,12,3,1,96
6865,82,172,70,1,18,9,2,65
6866,80,186,86,1,5,5,1,77
6867,79,175,76,1,0,5,2,81
6868,79,183,89,1,21,5,4,56
6869,77,181,76,1,4,4,2,79
6870,82,185,79,0,13,7,3,63
6871,78,184,69,1,12,8,2,72
6872,78,185,72,1,12,5,3,69
6873,79,190,65,1,21,7,1,71
6874,81,195,62,2,8,6,3,84
6875,81,192,61,1,13,8,3,67
6876,80,194,106,2,2,6,2,81
6877,82,195,63,1,10,0,1,84
6878,81,179,96,1,9,2,2,77
6879,79,170,87,2,6,6,3,75
6880,81,181,64,1,19,9,3,59
6881,79,164,78,1,0,1,4,73
6882,78,190,80,1,6,5,2,70
6883,81,177,74,3,8,3,1,99
6884,83,186,90,3,18,5,2,84
6885,80,160,76,2,0,9,2,78
6886,81,199,61,3,3,9,1,99
6887,80,180,82,1,0,7,4,72
6888,82,184,94,1,1,7,1,83
6889,80,181,79,4,19,6,3,84
6890,83,163,86,1,15,9,3,63
6891,81,198,100,3,3,4,2,96
6892,80,182,79,1,15,9,2,61
6893,81,195,106,3,0,9,1,94
6894,80,177,92,2,4,5,3,85
6895,81,184,87,2,14,6,2,77
6896,79,176,91,4,0,0,3,103
6897,83,188,64,2,0,9,3,91
6898,77,183,74,2,12,7,3,69
6899,81,186,80,2,1,3,1,95
6900,84,194,70,1,9,8,1,81
6901,80,211,66,3,4,6,3,95
6902,78,174,76,1,0,8,4,69
6903,81,171,88,2,9,6,3,71
6904,80,169,88,2,19,4,4,64
6905,78,185,96,0,12,7,1,61
6906,82,213,67,1,17,1,2,82
6907,80,194,68,2,12,0,2,92
6908,79,173,65,2,9,1,1,87
6909,80,183,74,2,8,7,2,84
6910,80,193,81,2,3,6,2,91
6911,80,179,69,2,13,5,2,77
6912,80,169,83,2,1,5,2,84
6913,82,174,86,1,21,1,2,69
6914,78,157,77,3,13,9,3,78
6915,78,188,78,1,13,7,4,58
6916,80,199,97,2,20,3,3,75
6917,80,192,70,1,6,3,2,82
6918,81,191,93,2,21,0,3,75
6919,81,181,83,3,3,9,3,92
6920,77,175,99,3,8,5,3,80
6921,80,170,66,1,7,0,1,79
6922,80,179,75,2,22,9,3,66
6923,81,199,86,1,0,8,3,74
6924,78,156,74,2,16,8,4,62
6925,79,194,85,3,0,8,2,94
6926,81,199,72,3,3,1,3,101
6927,79,186,84,1,18,7,2,67
6928,80,184,109,2,8,9,2,77
6929,81,164,93,2,0,1,3,86
6930,80,183,70,2,16,3,3,76
6931,77,190,66,1,1,9,3,75
6932,82,183,94,2,1,7,1,90
6933,80,194,99,2,20,5,2,69
6934,81,165,67,2,0,7,1,94
6935,79,179,77,1,11,0,2,80
6936,79,180,69,3,11,7,3,89
6937,78,165,78,2,11,9,2,77
6938,80,182,103,3,6,5,2,84
6939,80,180,83,1,0,0,3,76
6940,80,197,84,2,6,6,2,84
6941,80,178,64,1,5,5,4,77
6942,81,188,81,3,11,6,2,90
6943,81,174,109,0,0,7,4,59
6944,80,193,72,3,14,8,3,84
6945,80,190,83,2,7,3,4,84
6946,79,192,86,3,20,6,1,80
6947,84,200,73,3,0,8,1,104
6948,80,182,68,1,21,6,1,66
6949,79,197,69,2,16,5,4,68
6950,82,190,107,1,0,7,3,73
6951,80,204,81,1,5,6,1,82
6952,82,177,86,1,2,9,3,72
6953,80,166,78,1,12,3,2,71
6954,79,201,82,1,8,2,3,76
6955,81,172,66,2,8,4,4,78
6956,78,199,69,1,0,4,4,79
6957,81,198,70,1,9,7,3,70
6958,77,207,106,3,22,4,4,67
6959,79,198,73,1,3,9,2,77
6960,80,213,77,2,7,7,5,75
6961,82,192,80,1,16,9,2,63
6962,77,205,64,3,0,4,3,104
6963,81,175,71,1,5,9,2,76
6964,77,170,84,2,18,6,3,68
6965,80,173,88,2,21,9,3,60
6966,81,165,93,2,7,3,2,75
6967,80,182,106,1,14,10,2,59
6968,79,174,73,1,17,1,4,60
6969,80,205,83,1,13,8,3,62
6970,77,160,85,1,10,6,3,63
6971,79,189,84,3,17,9,3,78
6972,82,191,72,1,8,6,3,77
6973,83,202,68,3,14,4,2,93
6974,79,168,79,2,0,8,4,77
6975,77,184,67,2,10,6,1,80
6976,79,181,85,0,18,1,3,57
6977,82,181,86,1,0,4,3,80
6978,80,195,83,1,1,4,3,80
6979,81,194,72,1,12,2,2,78
6980,82,182,66,3,11,3,3,96
6981,78,203,61,2,3,7,4,81
6982,81,184,86,1,0,6,1,83
6983,80,176,92,0,7,10,3,54
6984,82,167,77,1,0,2,1,89
6985,80,180,81,2,12,2,2,87
6986,82,191,93,0,7,3,2,71
6987,79,162,74,1,10,4,2,68
6988,82,189,80,2,13,6,3,78
6989,81,190,62,1,21,9,3,62
6990,81,187,79,2,19,5,3,73
6991,81,198,98,1,14,0,2,70
6992,81,187,95,1,17,4,2,64
6993,80,179,104,3,8,4,2,94
6994,80,179,91,1,17,7,3,61
6995,77,172,70,2,16,8,2,68
6996,84,182,106,2,20,6,2,70
6997,78,172,83,1,10,3,4,63
6998,81,198,93,3,18,8,3,82
6999,78,173,97,1,11,2,4,61
7000,81,172,79,2,10,2,3,80
7001,82,196,66,2,21,9,2,76
7002,82,177,72,1,21,6,5,61
7003,79,158,66,2,0,5,2,85
7004,78,190,62,2,9,2,3,85
7005,77,183,67,1,0,5,2,82
7006,81,171,80,2,21,5,2,70
7007,81,185,87,2,20,6,4,71
7008,84,183,74,2,8,7,3,81
7009,79,171,85,1,8,8,1,70
7010,80,167,71,1,18,8,3,59
7011,80,180,63,1,20,9,1,64
7012,79,184,79,1,3,8,3,73
7013,80,155,81,2,15,0,4,69
7014,79,179,72,1,7,9,1,77
7015,80,176,78,2,18,8,4,61
7016,80,179,80,1,0,6,1,80
7017,80,179,83,1,4,5,1,79
7018,81,177,97,3,4,1,4,86
7019,82,178,73,1,17,4,2,72
7020,80,198,68,1,1,7,2,82
7021,80,168,77,2,14,5,2,80
7022,82,189,81,2,13,2,3,78
7023,82,166,71,1,12,2,2,77
7024,83,182,96,2,9,7,3,75
7025,84,176,75,1,4,9,1,83
7026,81,207,63,1,1,6,3,84
7027,79,187,82,3,4,7,2,94
7028,79,190,69,1,5,9,3,71
7029,78,180,109,1,8,3,1,68
7030,79,179,84,3,12,4,2,85
7031,79,160,64,1,16,1,3,67
7032,81,179,96,1,12,4,2,69
7033,81,195,112,1,0,8,2,77
7034,83,172,71,1,2,4,4,79
7035,79,176,88,2,11,9,2,75
7036,78,191,79,3,12,9,2,84
7037,79,198,104,1,7,7,4,63
7038,80,211,103,1,0,5,3,76
7039,81,184,80,3,0,1,3,103
7040,80,193,73,1,0,6,2,84
7041,80,184,83,1,2,9,4,72
7042,79,179,78,1,0,9,1,77
7043,80,187,75,3,1,1,2,99
7044,79,180,68,1,17,8,2,67
7045,79,196,69,1,20,8,2,65
7046,82,171,81,1,21,9,3,53
7047,80,199,66,2,16,7,3,76
7048,81,178,97,3,1,10,2,94
7049,79,195,73,2,10,4,2,85
7050,82,194,70,1,0,9,1,82
7051,80,193,64,2,4,8,2,90
7052,82,171,74,2,8,2,3,80
7053,81,192,85,1,21,8,2,66
7054,79,198,77,1,6,10,3,70
7055,79,198,85,3,0,7,3,96
7056,76,193,68,2,16,9,2,73
7057,79,175,70,2,11,1,3,82
7058,82,202,72,2,21,3,2,85
7059,81,176,61,1,3,7,2,76
7060,78,184,63,3,11,5,2,92
7061,79,173,75,1,16,7,3,60
7062,80,196,76,4,16,9,2,90
7063,78,201,83,1,0,8,3,75
7064,81,172,60,2,2,8,3,89
7065,81,194,81,1,17,8,1,72
7066,80,186,96,3,20,3,2,85
7067,81,190,68,4,5,7,2,104
7068,81,198,82,2,22,8,3,74
7069,76,182,67,1,0,4,2,76
7070,81,199,77,2,19,6,2,75
7071,80,188,88,3,9,3,1,93
7072,78,178,85,1,8,6,3,68
7073,78,191,97,2,8,2,3,79
7074,78,185,71,2,0,2,2,89
7075,81,207,79,2,3,9,2,84
7076,79,178,61,2,18,5,5,70
7077,79,195,96,2,22,7,1,68
7078,78,176,93,1,13,9,3,60
7079,79,161,82,2,19,9,2,69
7080,80,186,73,2,21,7,4,67
7081,81,180,84,1,11,0,2,74
7082,83,188,83,3,0,5,3,105
7083,81,206,77,1,3,3,2,81
7084,80,206,96,2,9,7,1,87
7085,81,165,63,1,14,4,2,71
7086,80,188,93,3,1,9,3,90
7087,83,166,69,1,13,3,1,76
7088,80,166,83,1,4,1,1,74
7089,83,174,68,2,6,6,2,87
7090,79,174,93,2,18,7,3,71
7091,80,171,86,1,15,10,4,57
7092,80,188,83,1,12,3,2,68
7093,80,191,85,2,22,4,1,74
7094,80,167,66,2,17,5,5,63
7095,80,181,60,2,2,8,1,94
7096,80,178,85,2,20,7,3,65
7097,79,197,89,4,13,9,2,90
7098,81,202,95,1,20,1,3,69
7099,77,181,101,2,14,6,3,64
7100,80,197,95,1,9,9,2,69
